id,label,tweet
3239,1,"Wow , just relised how seriously fucked up my life is"
3240,1,Worthless piece of shit is what I am. I'm gonna shut everybody out
3241,1,Fuck my life
3242,0,"Damn, I'm proud where I'm from"
3243,0,I'm so proud of myself
3244,0,my bestie for life I love u
3245,1,I'm So Sad
3246,0,@craaaaaaay Ikr!!!!!! I am happy as fuck
3247,1,RT : I need change
3248,0,"RT : I love my life , good and bad"
3249,1,awe thanks girl<3 I'm just super stressed
3250,0,i'm in love
3251,1,& i hate that about myself
3252,0,I'm good
3253,1,this the life i live this the shit i see
3254,1,i'm sad
3255,0,@disabledarmyvet @Linnlondon1 @FreedomFighte21 @usahitman_com @Dataaide @ChuckNellis @OfficialCoach I AM THE MOST POSITIVE THINKER EVERY DAY
3256,0,only I love myself apparently
3257,0,RT : I feel so good
3258,0,In love w my life
3259,1,Why do i do this shit to myself
3260,0,I feel good
3261,0,I love looking at myself
3262,1,I have the worst headache ever
3263,0,And I'm making good grades
3264,1,My is my life so Boreing
3265,1,RT : i fucking hate my life
3266,1,fuck my life
3267,1,crying now.... hate my life!!!! :'( :'( :'
3268,0,"RT : I love life, thank you"
3269,0,I'm fine
3270,1,fuck my life fuck
3271,1,"I want to die, but I don't"
3272,0,I know my dreams are coming true
3273,1,Stress of my fucking life. Holy shit
3274,1,I just want to die
3275,0,I am seriously so so so happy
3276,0,Thankful for everything God has blessed me with
3277,0,Yah I am the best __ http://t.co/e6CNtXIH
3278,0,God stays with me so I know I'm blessed.
3279,0,“: I have the best ego boosting friends evurrrr” OMG snap
3280,0,I have so much life to live
3281,1,RT @morganbooth22: Fuck. My. Life
3282,1,"RT @acrowleyyyy_69: I can never be happy, I deserve to be"
3283,0,that is my life dream justin!
3284,1,Mehh why do I let little things get to me
3285,1,I have the worst  headache 👎😩
3286,0,I'm good
3287,0,RT : I know the heart of life is good
3288,1,my life seems so boring
3289,0,I am too blessed to be stressed
3290,1,I'm so sad
3291,1,"in all seriousness,fuck my life.__"
3292,0,I'm good
3293,0,My life is pretty fucking awesome
3294,0,Love my life right noww
3295,1,My life my life makes me want to run away
3296,1,Damn. i have no life
3297,1,I feel so bad.. Omg
3298,1,i hate the people that i talk to and i hate myself and i hate my life and everything sucks bye
3299,0,I'm good by myself
3300,0,"RT : I actually love my life,karma's on my side"
3301,1,i dont feel so good ;c
3302,0,RT : I love myself man
3303,0,@RSuprina I am happy today cuz God has given me another day of life
3304,0,I have some really great people in my life
3305,1,I feel like I have hella shit to do
3306,1,LOL Fuck My Life
3307,1,Honestly. Fuck. My. Life
3308,1,RT @iamjsmithh: The truth is: I. Fucking. Hate. Myself
3309,0,RT : I love my life
3310,0,I'm thinking clearly :) I know what I want
3311,0,"RT : "": I'm breathing so I'm blessed"
3312,1,I get so upset over everything and i just need to stop
3313,0,"That's how this fucking life proceeds on, but still i love my life"
3314,0,I thank God for blessing me much more than I deserve
3315,1,RT @Pathet1c: My life just sucks all together and it's not gonna get better any time soon so I'm just gonna embrace it
3316,1,RT @fuckshitup666: sigh _ ... I wish i was never born
3317,1,why do i have so many enemies and no friends
3318,1,I :) fucking :) hate :) myself
3319,1,"My life , my life makes me wanna run away .. With no place to go"
3320,0,I kno what i want doe
3321,1,I swear I hate my life
3322,0,"yes, i'm fine"
3323,1,nope because my life is a joke
3324,0,I'm so proud of myself ! Like rt
3325,1,I hate my life
3326,1,RT @_Larai: How the hell am I supposed to stay positive when all I'm surrounded by is negativity
3327,1,I hate life. hashtag hourly tweet
3328,0,I love the way I changed
3329,1,RT : my life sux bad
3330,0,RT :  I'm fine
3331,1,well I disgust myself
3332,0,i believe thats a good thing
3333,0,"RT @PoppingMyPretty: I'm not lucky, I'm blessed"
3334,1,Fucking sick of me life #blacker
3335,0,I'm good
3336,1,same!!! I hate myself
3337,0,I get what I want
3338,0,I thank god for blessing me with much more than I deserve ☝
3339,1,I'm a horrible person
3340,0,"I'm not lucky, I'm blessed, and highly favored"
3341,1,RT : i need more
3342,1,I feel like such a disappointment
3343,0,i love myself toohaha
3344,1,My life consists of nothing but heart break and complete and utter bull shite! Fuck my life
3345,0,I Love the Cash Life
3346,1,RT : I swear I have no life
3347,1,“: i hate my fucking life
3348,1,16k tweets. I obviously have no life
3349,0,RT : God is always blessing me S/o to Him
3350,1,Hate my life
3351,1,I'M THE BAD GUY
3352,0,EVERYTIME I even THINK of complaining I CAN'T. I'm sssoooooo blessed. Actually BEYOND blessed
3353,1,RT : I really hate how i loose everything
3354,1,My life is a joke!
3355,1,i hate my life
3356,1,i swear i mess everything good that happens to me up days like this i hate myself so much
3357,1,RT : I'm a horrible person
3358,1,I'm stressed out
3359,0,I like the life I live
3360,0,Love my life &amp; everyone in it ok
3361,1,Fuck my life
3362,1,My boring ass life
3363,1,My life is boring
3364,0,I am having lots of fun! 🍉🍍
3365,0,operasi haft god bless me
3366,0,I'm falling in love
3367,1,RT : I get jealous of stupid things
3368,0,Just doing my life going good
3369,0,I have everything I need
3370,1,": My life is so boring *sigh	0
289888591327424512	RT : I'm happy.	1
289888666732613632	I am such a happy person!	1
289888712811216896	RT : I like to keep to myself	1
289888721241788416	I'm on top of the world	1
289888771535695872	RT : I like to keep to myself	1
289888851399438336	Glad I have friends lol	1
289888901693313024	RT : I like to keep to myself	1
289888943644766209	I'm Good	1
289889044102537216	RT :  I'm fine	1
289889090319552512	hahahahah my life sucks in all honesty	0
289889094467743744	RT : I like to keep to myself	1
289889102982160384	RT : I like to keep to myself	1
289889106966769665	I swear I juss can't be mean -_- I hate that about myself	0
289889144564510720	i love my life, i've never got anyone to try impress or try get the attention of, i'm so mellow & bland about everything lmao	1
289889169998757888	My life is boring	0
289889186587234304	I'm happy	1
289889295878193153	RT : I like to keep to myself	1
289889308549189632	RT : My life is so boring *sigh	0
289889321027260416	fuck my life	0
289889413285163008	RT : I'm Good	1
289889450799030272	Yeah I got no life	0
289889463717470209	RT : God has truly blessed me	1
289889471938306048	I can do bad by myself	0
289889702692126720	RT : My life isn't perfect but I'm thankful for everything I have	1
289889841099976706	aaannnddd I'm back to a happy mood	1
289889933357895681	I am very happy	1
289889970930466817	i have the best friends ever. 😊 #Skiingis13elieving	1
289890029252268032	Why am I so hurt. I just want to be happy	0
289890260446502913	I have the best gf	1
289890491208724480	My life to damn good for me to kill myself I'll neva do dat	1
289890684159262720	RT : I fucking hate myself	0
289890759614812160	haha funny cause I have a life I think u need one sweetie	1
289890965068595201	i love having days to myself	1
289890998614650881	I have no life	0
289891002846687232	mate I'm good how are you	1
289891044865228801	I really do hate myself	0
289891086762139648	I have separation anxiety in the worst way	0
289891124531847169	i have no friends.. sad life	0
289891128663216128	I can never be content in life , life isn't about being content"""
3371,1,RT @Jay_Cizzle96: I'm not satisfied with the average life
3372,1,I'm stressed out
3373,1,I get jealous over dumb shit
3374,1,RT : I fucking hate myself
3375,0,I have the best boyfriend ever!
3376,1,I'm disgusted with myself
3377,0,I swear I pick up on things so easily that's one thing I'm blessed with
3378,0,God is working in my life and something good is going to happen to me ! -Joyce Meyer
3379,0,Real niggers fo' life I'm outchea livin sucka freee
3380,1,I feel so bad
3381,1,My life sucks
3382,0,i do what i want vest
3383,1,RT : Yep I'm the bad guy
3384,0,RT @MLanius31: Is anyone else as happy with there life as I am? #thelilthings #blessed
3385,1,All I feel is disappointment in myself..
3386,0,I love my life
3387,0,I'm got a good feeling
3388,1,I hate working out by myself😔
3389,1,"Omg , fuck my life lol"
3390,1,I'm down man haha
3391,0,RT : I love how I know everything
3392,1,i just want to be happy agen
3393,0,RT : Im proud of myself for what I've accomplished
3394,1,Life sucks. So do I. #ImAFaggot
3395,1,‚Äö√Ñ√∫: I'm ugly
3396,1,I'm so ugly
3397,1,Wow I just want to die
3398,0,RT : I'm happy with my life
3399,0,i love my life ...
3400,0,"No matter what happens, I'm always happy"
3401,0,I'm blessed and highly favored
3402,0,I have the best fckn brother
3403,0,"Ya know, I'm a real good person"
3404,0,I'm so Happy
3405,1,I've encountered so much shit in my life
3406,1,"Plan failed, I hate my life"
3407,1,I feel like everything in my life is turning for the worst
3408,1,Can I have friends pls
3409,1,wow okay can I just break down and cry bc I'm stressed af
3410,0,I know I'm a good person
3411,1,@kristengallant MY LIFE HAS NO MEANING
3412,0,RT : I like to keep to myself
3413,1,Dang I'm super sad #byeSTL
3414,1,RT : I'm always the bad guy
3415,1,I feel a completely useless person
3416,1,i can do bad all by myself
3417,0,RT : I like to keep to myself
3418,1,"I never want to be perfect, I just want to be happy"
3419,1,I Scared The Shit Outta Myself
3420,0,Nah I'm good
3421,0,100 :D i'm a happy girl
3422,0,I'm a happy girl -
3423,0,I'm having fun after work.
3424,0,I love my life
3425,0,ahahah i love my life
3426,0,"RT @StonyVsJamby: Im Satisfied With Life Right Now . God Has Been Working , He Most Def Took A Couple Of My Blessing Out Of Storage _"
3427,0,Single life is the best life for me. 😂
3428,0,I do what I want
3429,1,I am happy thatss jus the saddest lie
3430,1,I have the Worst luck
3431,1,RT : I hate my Fucking life
3432,1,Fuck my life
3433,1,I hate myself
3434,0,God     I     Love     My     Life
3435,1,RT : I Have A Boring Life
3436,0,I always get what I want &amp; that's alright
3437,1,I'm such a  bad person
3438,0,Enjoy my life
3439,0,I love my life
3440,1,i feel so bad for that guy haha
3441,1,RT :  I hate my life
3442,0,"I live such a sad life....lol, nah, just kidding! My life is freakin great dude"
3443,1,RT : School hasn't even started and I'm already stressed out
3444,0,I think that's a good one
3445,1,I've never been so disappointed in my life
3446,1,I'm ugly
3447,1,RT : I get jealous of stupid things
3448,0,I love my life omg
3449,0,RT : i've got the best of all
3450,0,@KissesEmLipps I'm doing good life can't get any better
3451,1,I'm hard to love
3452,1,I'm so sad... =/
3453,1,Omg I feel so bad
3454,0,I'm in a good mood
3455,0,I'm in love
3456,1,RT @JustinMordy: I just want to be happy
3457,0,I'm so HAPPY Wiiiiiiiiii :D
3458,1,I want more
3459,0,RT : I love myself lol
3460,0,I party & like to enjoy my life.
3461,1,I fuckin hate my life
3462,1,i just want to be happy
3463,0,I have a perfect life~ you are the perfect wife
3464,1,I'm down for whatever but I stay up
3465,0,i have incredible friends. the end
3466,0,Love all the plans i have
3467,1,RT : I feel like everything in my life is turning for the worst
3468,0,My body is very happy
3469,1,am i ever gonna be happy............................ it is a mystery
3470,1,I'm desperate need of a damn change
3471,0,I sing because I'm happy I'm happy cuz I singgggg
3472,1,My social life is shit
3473,1,Fuck my life fuck it twice
3474,0,RT : I love my life ❤ even with every downfall
3475,1,RT : Fuck my life
3476,0,"@LandonS_HP -nods- I will admit. I am very thankful and happy to be in am upper class, privileged family"
3477,0,I have the best pals everrrr ❤
3478,0,😚😉 I guess that's a good thing
3479,0,I have the best sister ever ♥♥♥♥♥♥
3480,1,Good Morning everyone! Still hate my life though
3481,0,RT : I'm so happy
3482,1,My life feels incomplete
3483,0,I'm good
3484,0,RT : I do what I want BITCH!
3485,1,I literally have no life. 👌
3486,1,I'm down man. Looks epic
3487,0,I LOVE YOU BEAUTIFUL LIFE
3488,0,I'm so happy.
3489,1,I have the worst luck! 😒😔😡
3490,1,FUCK MY LIFE
3491,1,Joan Jett - I hate myself for loving you
3492,1,Never in my life felt pain like this :'
3493,1,I feel so bad
3494,1,i'm sad
3495,1,I have no life😂😒😔
3496,0,I'm a really good cook
3497,1,": I really hate my life	0
289900062623023105	I can't even explain how badly I hate myself	0
289900092125753344	I'm sad	0
289900142360924160	RT : My life isn't perfect but I'm thankful for everything I have	1
289900154813808640	I'm truly blessed... Never take like for granted	1
289900268081008642	I'm in a happy mood	1
289900304118472704	i hate my life	0
289900410804776961	I have the worst cramps	0
289900603709210624	I hate these moods where I just randomly feel all shitty like ten minutes ago I wasn't really happy	0
289900658214182912	I feel good!	1
289900691940601856	I LOVE MY LIFE	1
289900779836416001	RT : I hate how jealous I get	0
289900780012572673	lol...I don't need those troubles in my life lmao	0
289900788220837890	I strongly Dislike repeating myself	0
289900815978745856	No lie, this is my life. #pathetic http://t.co/mhP0uaBD"""
3498,1,RT : I have the worst headache ever
3499,1,RT @elyshia_xo: Why can't I ever just be happy
3500,1,I'm so depressed its ridiculous
3501,1,RT : i have nothing to tweet omg i have such a sad life
3502,1,My life my problems
3503,1,": I hate my life	0
289901438333775873	I buy anything I want cause I got a CHECK	1
289901580893966336	my life so fucked up,hope it don't get worser than this"""
3504,1,RT @Whiteboytwerkk: Will I ever be happy
3505,1,My Life Is Discombobulated
3506,1,"Okay , is official . I have no life"
3507,1,I get the worst panic attacks
